"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Folio Society (London, England)","","organisation","","Laing, Tim, illustrator [person] ; Ballard, J. G., 1930-2009, author [person] ; Boyd, William, 1952-, writer [person] ; Folio Society (London, England) [organisation]","018394316","Monograph","Language material ; Still image ; Text","Volume","GBB7F6365","","","Empire of the sun","","","","England","London","Folio Society","2017","","xiv, 278 pages, 4 leaves of plates, black and white illustrations, 1 map (black and white), 25 cm","823.914","Nov.2017/2094","","","English","'The text of this edition follows that of the first edition, with minor emendations'--Title page verso ; In slipcase ; Originally published: London : Victor Gollancz, 1984",""
"Francis, Samuel T.","","person","","Francis, Samuel T. [person]","015830574","Monograph","Language material ; Text","Volume","GBB175330","","9781441161956","The psychological fictions of J.G. Ballard","","Continuum literary studies series","","England","London","Continuum","2011","","202 pages, 24 cm","823.914","YC.2011.a.17050","Ballard, J. G, 1930-2009--Criticism and interpretation ; Psychology in literature","","English","",""
"Francis, Samuel","","person","author ; lecturer","Francis, Samuel, author ; lecturer [person]","016421208","Monograph","Language material ; Text","Volume","GBB5G7481","","9781472513038","The psychological fictions of J.G. Ballard","","Continuum literary studies series","","England","London","Continuum","2011","","202 pages, 24 cm","823.914","","English fiction--21st century--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation ; Psychological fiction, English--History and criticism ; English fiction--20th century--History and criticism","","English","",""
"Francis, Samuel","","person","author ; lecturer","Francis, Samuel, author ; lecturer [person]","018841974","Monograph","Language material ; Text","Online resource","GBB879538","","9781441182401","The psychological fictions of J.G. Ballard","","Continuum literary studies series","","England ; United Kingdom","London","Continuum","2011","","1 online resource (210 pages)","823.914","ELD.DS.278199","English fiction--20th century--History and criticism ; English fiction--21st century--History and criticism ; Literary Criticism--General ; Ballard, J. G, 1930-2009--Criticism and interpretation ; Literary studies: from c 1900 ; Literary studies: fiction, novelists & prose writers ; Psychological fiction, English--History and criticism","","English","",""
"Furnival, John","1933-","person","","Paolozzi, Eduardo, 1924-2005 [person] ; Hockney, David, 1937- [person] ; Tavener, John, 1944-2013 [person] ; Blake, Peter, 1932- [person] ; Furnival, John, 1933- [person] ; Finch, Christopher [person] ; Logue, Christopher, 1926-2011 [person] ; Finlay, Ian Hamilton, 1925-2006 [person] ; Lennon, John, 1940-1980 [person] ; Ono, Yōko [person] ; Ballard, J. G. (James Graham), 1930-2009 [person] ; Robinson, David, 1936 Deapproximately 9- [person] ; Kosh, John [person] ; Clark, Ossie, 1942-1996 [person] ; Amaya, Mario, editor [person] ; Roaring Fork Press, publisher [organisation] ; Smith, Richard, 1931-2016, illustrator [person] ; Lucie-Smith, Edward [person] ; Instone, Michael [person]","018677669","Monograph","Language material ; Text","Volume","","","","Aspen 7 : British box in 15 sections ; (Spring-Summer [1969])","","","","United States of America","New York","Roaring Fork Press","1969","","1 box, 12 pieces, illustrations, 30 x 30 cm","","RF.2018.b.104","Conceptual art ; Concrete art ; Paolozzi, Eduardo, 1924-2005 ; Lennon, John, 1940-1980 ; Ono, Yōko ; Arts, English--20th century ; Artists' book--periodical--U.S.A--1969 ; Logue, Christopher, 1926-2011","Periodical","English","'Aspen is published quarterly by Roaring Fork Press ... Phyllis Johnson, editor and publisher--Inside box cover ; 'Compiled and edited by Mario Amaya ; designed by John Cosh ; cover by Richard Smith'--Inside box cover ; Artist's periodical consisting of a box (numbered 'Section 1, Aspen number 7') and containing various other part numbered 2-14 ; Exhibited in 'Aspen Magazine 1965-1971', Whitechapel Art Gallery, 11 September 2012 - 3 March 2013 ; Subtitle: 'British Box in 15 sections'",""
"Galerie Art & essai","","organisation","","Ballard, J. G., 1930-2009 [person] ; Galerie Art & essai [organisation]","013035790","Monograph","Language material ; Text","Volume","","","9782868479747","Doubtiful, dans les plis du réel : Gilles Barbier, François Curlet, Leandro Erlich, Carsten Höller, Didier Marcel, Aernout Mik, Amy O'Neil, Cerith Wyn Evans","","Collection Métiers de l'exposition","","France","Rennes","Presses universitaires de Rennes","2004","","144 pages, colour illustrations, 23 cm","","YF.2005.a.15715","Evans, Cerith Wyn, 1958---Exhibitions ; Marcel, Didier, 1961---Exhibitions ; Art, Modern--21st century--Exhibitions ; Erlich, Leandro, 1973---Exhibitions ; O'Neil, Amy, 1971---Exhibitions ; Mik, Aernout--Exhibitions ; Curlet, Franc̦ois, 1967---Exhibitions ; Höller, Carsten--Exhibitions ; Barbier, Gilles, 1965---Exhibitions","Exhibition","French","'Publication éditée à l'occasion de l'exposition présentée à la galerie art et essai de l'université Rennes 2 du 19 mai au 26 juin 2004'--Prelim. p",""
"Goddard, James","","person","","Gregory, Carol [person] ; Ballard, J. G., 1930-2009 [person] ; Pringle, David, 1950- [person] ; Goddard, James [person]","006742115","Monograph","Language material ; Text","Volume","GB7633565","","9780905220031 ; 9780905220048","J.G. Ballard, the first twenty years","","","","England","Hayes ; Wimborne Ave, Hayes, Middlesex","Bran's Head","1976","","10, 76, 24 pages, illustrations, 1 portrait, 22 cm","823.914","X.989/51000","Science fiction, English--Bibliography ; Fiction in English--Ballard, J--G--James Graham--1930- ; Science fiction, English--History and criticism ; Ballard, J. G, 1930-2009--Criticism and interpretation","","English","",""
"Goddard, James, of Lymington","","person","","Goddard, James, of Lymington [person] ; Ballard, J. G., 1930-2009 [person]","001443673","Monograph","Language material ; Text","Volume","","","","J. G. Ballard. A bibliography, etc","","","","England","Lymington","Cypher Press","1970","","27 pages, 26 cm","","2785.ct.57","","","","Reproduced from typewriting",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202769","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000020","","J G Ballard '76. Photographer: Godwin, Fay","","","","","","","1976","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(29)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. J G Ballard stands to the left of a contemporary waist-high garden sculpture in the shape of a fungus. He wears plaid trousers, a checked shirt and large lapel jacket and is looking slightly to the left",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202770","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000021","","J G Ballard '76. Photographer: Godwin, Fay","","","","","","","1976","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(30)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. J G Ballard stands to the left of a contemporary waist-high garden sculpture in the shape of a fungus. He wears plaid trousers, a checked shirt and large lapel jacket, which is fastened. He is looking beyond the camera to the right and slightly upwards",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202771","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000022","","J G Ballard '84. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(31)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Half-length portrait of Ballard sitting at an angle on a high-back chair. He faces the camera with his left hand resting on the top of the chair. He wears an open-necked striped shirt and leather jacket",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202772","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000023","","J G Ballard. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(32)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Half-length portrait of Ballard sitting at an angle on a high-back chair; he faces the camera and has his left hand resting on the top of the chair. He wears an open-necked striped shirt and leather jacket",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202773","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000024","","J G Ballard, 1984, UK writer and novelist. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(33)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Half-length portrait of Ballard sitting at an angle on a high-back chair; he faces the camera and has his left hand resting on the top of the chair. He wears an open-necked striped shirt and leather jacket",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202774","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000025","","J G Ballard '84. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 127 mm x 176 mm","","Visual Arts. Godwin Photo 1(34)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Cropped and close-up view of Ballard's face turned three quarters to the left and looking slightly downwards",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202775","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000026","","J G Ballard, 1984, UK novelist. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 127 mm x 176 mm","","Visual Arts. Godwin Photo 1(35)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Cropped and close-up view of Ballard's face turned three quarters to the left and looking slightly downwards",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202776","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000027","","J G Ballard '84. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(36)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Cropped and close-up view of Ballard's face tilted slightly to the left and facing the camera",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202777","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000028","","J G Ballard 1984. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(37)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Head and shoulders portrait of Ballard sitting in an armchair and facing left. He wears a striped shirt and leather jacket",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202778","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x000029","","J G Ballard '84. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(38)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography (generic types). Head and shoulders portrait of Ballard sitting in an armchair and facing left. He wears a striped shirt and leather jacket",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202779","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x00002a","","J G Ballard, UK writer and novelist 1984. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(39)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Half length portrait of Ballard standing in front of a plain interior wall; he wears a striped shirt and leather jacket with the bottom button fastened. He has his hands in his trouser pockets and is turned slightly towards the left with his gaze avoiding the camera",""
"Godwin, Fay, photographer","1931-2005","person","photographer","Ballard, James Graham, writer, 1930-2009 [photographer]","041-003202780","Item. Photographs","","","","ark:/81055/vdc_100026758446.0x00002b","","J G Ballard '84. Photographer: Godwin, Fay","","","","","","","1984","","1 item ; Dimensions: 176 mm x 127 mm","","Visual Arts. Godwin Photo 1(40)","Novelists ; Occupations ; United Kingdom, Europe ; Writers","","","Genre: Portrait Photography. Half length portrait of Ballard standing in front of a plain interior wall; he wears a striped shirt and leather jacket with the bottom button fastened. He has his hands in his trouser pockets and is turned slightly towards the left with his gaze avoiding the camera",""
